date,market,code,name,open,high,low,close,change,volume,value,transactions
2024-04-22,TWSE,0050,元大台灣50,150.40,151.75,149.70,150.45,-0.45,9992734,1505959931,18339
2024-04-22,TWSE,0051,元大中型100,76.15,76.55,75.20,75.20,-1.30,109722,8335338,483
2024-04-22,TWSE,0052,富邦科技,147.35,147.35,144.25,144.25,-3.80,1011920,147020836,1487
2024-04-22,TWSE,0053,元大電子,80.80,81.50,80.45,80.95,-1.15,22509,1819159,100
2024-04-22,TWSE,0055,元大MSCI金融,24.47,24.90,24.47,24.86,0.39,195747,4851766,268
2024-04-22,TWSE,0056,元大高股息,37.27,37.35,36.83,36.92,-0.35,47296190,1753170545,40952
2024-04-22,TWSE,0057,富邦摩台,110.80,111.60,110.80,111.45,0.05,23565,2613158,58
2024-04-22,TWSE,0061,元大寶滬深,17.25,17.26,17.12,17.17,-0.04,114702,1975690,117
2024-04-22,TWSE,006203,元大MSCI台灣,71.50,71.55,71.40,71.40,-0.10,5542,397541,93
2024-04-22,TWSE,006204,永豐臺灣加權,97.25,97.35,96.85,96.85,-0.35,66709,6467373,101
2024-04-22,TWSE,006205,富邦上証,29.73,29.95,29.72,29.81,0.09,748043,22359092,181
2024-04-22,TWSE,006206,元大上證50,28.52,28.78,28.52,28.60,0.07,244907,7004361,136
2024-04-22,TWSE,006207,復華滬深,22.48,22.63,22.48,22.51,0.01,72964,1645867,66
2024-04-22,TWSE,006208,富邦台50,88.10,88.90,87.70,88.00,-0.50,8800869,776915400,16516
2024-04-22,TWSE,00625K,富邦上証+R,,,,,0.00,0,0,0
2024-04-22,TWSE,00631L,元大台灣50正2,179.00,181.60,177.50,178.45,-0.55,4849739,870487901,4356
2024-04-22,TWSE,00632R,元大台灣50反1,4.07,4.09,4.03,4.07,0.01,178819053,726294868,6091
2024-04-22,TWSE,00633L,富邦上証正2,33.86,34.49,33.83,33.93,0.16,6763331,231348926,987
2024-04-22,TWSE,00634R,富邦上証反1,4.66,4.67,4.63,4.67,0.00,84000,390130,14
2024-04-22,TWSE,00635U,期元大S&P黃金,28.43,28.46,28.21,28.27,-0.25,1207872,34227624,481
2024-04-22,TWSE,00636,國泰中國A50,20.50,20.71,20.50,20.59,0.11,1039890,21442908,411
2024-04-22,TWSE,00636K,國泰中國A50+U,6.31,6.31,6.31,6.31,-0.01,200,1262,2
2024-04-22,TWSE,00637L,元大滬深300正2,13.58,13.81,13.55,13.60,0.09,48808940,667345907,4517
2024-04-22,TWSE,00638R,元大滬深300反1,9.77,9.79,9.70,9.79,0.01,119000,1161810,43
2024-04-22,TWSE,00639,富邦深100,10.48,10.56,10.48,10.51,0.02,466686,4908148,125
2024-04-22,TWSE,00640L,富邦日本正2,53.90,54.45,53.65,53.85,0.70,1830234,98885822,431
2024-04-22,TWSE,00641R,富邦日本反1,6.67,6.69,6.65,6.67,-0.05,1742600,11614223,143
2024-04-22,TWSE,00642U,期元大S&P石油,18.37,18.37,18.30,18.31,-0.57,4742175,86976192,1180
2024-04-22,TWSE,00643,群益深証中小,11.34,11.47,11.30,11.39,0.03,1305379,14850461,182
2024-04-22,TWSE,00643K,群益深証中小+R,,,,,0.00,0,0,0
2024-04-22,TWSE,00645,富邦日本,36.71,36.85,36.60,36.64,0.21,2206913,81100811,535
2024-04-22,TWSE,00646,元大S&P500,50.15,50.50,50.15,50.50,0.40,4207782,211802298,1678
2024-04-22,TWSE,00647L,元大S&P500正2,75.45,76.05,75.45,76.00,0.60,66099,5011248,62
2024-04-22,TWSE,00648R,元大S&P500反1,6.06,6.06,6.04,6.04,-0.03,1726911,10446134,93
2024-04-22,TWSE,00650L,復華香港正2,8.39,8.72,8.36,8.62,0.36,39207471,336870336,2377
2024-04-22,TWSE,00651R,復華香港反1,9.87,9.87,9.61,9.68,-0.19,550899,5334213,94
2024-04-22,TWSE,00652,富邦印度,36.10,36.80,36.10,36.67,0.90,847986,31063305,494
2024-04-22,TWSE,00653L,富邦印度正2,55.80,56.75,55.80,56.50,2.05,361605,20415038,185
2024-04-22,TWSE,00654R,富邦印度反1,7.00,7.00,6.92,6.94,-0.10,199000,1380630,33
2024-04-22,TWSE,00655L,國泰中國A50正2,23.14,23.56,23.10,23.19,0.11,4492052,104831544,477
2024-04-22,TWSE,00656R,國泰中國A50反1,8.73,8.79,8.72,8.79,0.00,230000,2014460,13
2024-04-22,TWSE,00657,國泰日經225,43.73,44.01,43.70,43.86,0.08,557185,24404793,155
2024-04-22,TWSE,00657K,國泰日經225+U,13.44,13.44,13.44,13.44,0.00,200,2688,2
2024-04-22,TWSE,00660,元大歐洲50,35.43,35.48,34.90,35.22,-0.01,708420,24966042,683
2024-04-22,TWSE,00661,元大日經225,47.86,48.09,47.80,47.90,0.04,252920,12126724,251
2024-04-22,TWSE,00662,富邦NASDAQ,71.40,71.75,71.25,71.75,-0.15,2623969,187721416,1667
2024-04-22,TWSE,00663L,國泰臺灣加權正2,165.20,167.45,164.35,165.05,-0.35,725011,120534072,48
2024-04-22,TWSE,00664R,國泰臺灣加權反1,4.62,4.62,4.56,4.60,0.00,12396768,56971768,603
2024-04-22,TWSE,00665L,富邦恒生國企正2,5.61,5.78,5.58,5.72,0.23,69437188,395676069,3659
2024-04-22,TWSE,00666R,富邦恒生國企反1,16.50,16.64,16.18,16.27,-0.31,455000,7486500,90
2024-04-22,TWSE,00668,國泰美國道瓊,44.95,45.11,44.93,45.10,0.81,711227,32040077,116
